Service Code,Dept or Currency Code,Dept or Currency Desc,Activity,Unit cost,Cost
Daycase,AA53D ," Major Intracranial Procedures, 19 years and over, with CC Score 0-3",158,3394.1269,536272.0539
Daycase,AA53G ," Major Intracranial Procedures, 18 years and under, with CC Score 0-3",14,4090.5751,57268.052
Daycase,AA54A ," Intermediate Intracranial Procedures, 19 years and over, with CC Score 4+",451,2710.7824,1222562.875
Daycase,AA54B ," Intermediate Intracranial Procedures, 19 years and over, with CC Score 2-3",240,2907.1668,697720.0246
Daycase,AA54C ," Intermediate Intracranial Procedures, 19 years and over, with CC Score 0-1",246,2365.6877,581959.1648
Daycase,AA55A ," Minor Intracranial Procedures, 19 years and over, with CC Score 4+",283,1503.0024,425349.6849
Daycase,AA55B ," Minor Intracranial Procedures, 19 years and over, with CC Score 2-3",235,1399.0468,328775.9958
Daycase,AA55C ," Minor Intracranial Procedures, 19 years and over, with CC Score 0-1",243,1618.0148,393177.5949
Daycase,AA56A ," Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 4+",519,1457.9108,756655.7137
Daycase,AA56B ," Minor or Intermediate, Intracranial Procedures, 18 years and under, with CC Score 0-3",285,1350.5627,384910.3715
Daycase,AA57A ," Minimal Intracranial Procedures, 19 years and over",2931,967.4089,2835475.574
Daycase,AA57B ," Minimal Intracranial Procedures, 18 years and under",410,1243.1948,509709.8833
Daycase,AA60A ," Insertion of Neurostimulator for Treatment of Neurological Conditions, 19 years and over",513,4531.2299,2324520.949
Daycase,AA60B ," Insertion of Neurostimulator for Treatment of Neurological Conditions, 18 years and under",108,6156.2438,664874.3297
Daycase,AA61A ," Insertion of Intrathecal Drug Delivery Device for Treatment of Neurological Conditions, 19 years and over",54,1620.8041,87523.4191
Daycase,AA70Z , Stereotactic Intracranial Radiosurgery for Arteriovenous Malformations,95,4042.6706,384053.7102
Daycase,AA71A ," Stereotactic Intracranial Radiosurgery, for Neoplasms or Other Neurological Conditions, with CC Score 4+",614,3107.6136,1908074.781
Daycase,AA71B ," Stereotactic Intracranial Radiosurgery, for Neoplasms or Other Neurological Conditions, with CC Score 0-3",588,2840.3289,1670113.421
Daycase,AA80Z , Complex Long-Term EEG Monitoring,233,1065.3986,248237.8827
Daycase,AB11Z , Cognitive Behavioural Therapy as part of a Pain Management Programme,1032,431.1534,444950.2847
Daycase,AB12Z , Insertion of Neurostimulator for Pain Management,897,5931.3795,5320447.394
Daycase,AB13Z , Insertion of Intrathecal Drug Delivery Device for Pain Management,20,1637.9818,32759.6357
Daycase,AB14Z , Insertion of Neurostimulator Electrodes for Pain Management,444,5258.5194,2334782.625
Daycase,AB15Z ," Radiofrequency Ablation or Cryoablation, for Pain Management",13314,1734.2757,23090147.2
Daycase,AB16Z ," Denervation or Injection around Spinal Facet, for Pain Management",24859,1238.4744,30787235.26
Daycase,AB18Z , Continuous Infusion of Therapeutic Substance for Pain Management,31692,1006.7298,31905280.15
Daycase,AB20Z , Epidural Under Image Control for Pain Management,32361,1132.9511,36663431.19
Daycase,AB21Z ," Epidural or Therapeutic Spinal Puncture, for Pain Management",2600,1186.7018,3085424.807
Daycase,AB22Z , Trigger Point Injection for Pain Management,11898,755.9473,8994261.01
Daycase,AB23Z , Acupuncture for Pain Management,132,556.6269,73474.7491
Daycase,AB24Z , Alteration of Function of Nerve for Pain Management,2223,1417.2211,3150482.581
Daycase,AB25Z ," Nerve Block or Destruction of Nerve, Under Image Control, for Pain Management",12539,1078.5324,13523717.35
Daycase,AB26Z ," Nerve Block or Destruction of Nerve, for Pain Management",7576,774.324,5866278.746
Daycase,AB27Z , Injection of Therapeutic Substance into Joint Under Image Control for Pain Management,14604,1031.1526,15058953.11
Daycase,AB28Z , Injection of Therapeutic Substance into Joint for Pain Management,2966,913.8364,2710438.739
Daycase,BZ24E ," Non-Surgical Ophthalmology without Interventions, with CC Score 5+",176,467.2058,82228.2269
Daycase,BZ24F ," Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",1342,537.5081,721335.9276
Daycase,BZ24G ," Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",3210,484.3466,1554752.583
Daycase,BZ30A ," Complex, Cataract or Lens Procedures, with CC Score 2+",4881,1975.7826,9643794.801
Daycase,BZ30B ," Complex, Cataract or Lens Procedures, with CC Score 0-1",3268,1990.0612,6503520.162
Daycase,BZ31A ," Very Major, Cataract or Lens Procedures, with CC Score 2+",27266,1514.1022,41283509.45
Daycase,BZ31B ," Very Major, Cataract or Lens Procedures, with CC Score 0-1",24269,1509.3,36629200.9
Daycase,BZ32A ," Intermediate, Cataract or Lens Procedures, with CC Score 2+",774,1707.3401,1321481.245
Daycase,BZ32B ," Intermediate, Cataract or Lens Procedures, with CC Score 0-1",995,1687.5323,1679094.643
Daycase,BZ33Z ," Minor, Cataract or Lens Procedures",6361,260.7268,1658482.946
Daycase,BZ34A ," Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 4+",20627,1446.8418,29844005.58
Daycase,BZ34B ," Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 2-3",57293,1413.0549,80958154.55
Daycase,BZ34C ," Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 0-1",101974,1379.9618,140720228.9
Daycase,BZ35A ," Bilateral Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 2+",1179,2442.1276,2879268.39
Daycase,BZ35B ," Bilateral Phacoemulsification Cataract Extraction and Lens Implant, with CC Score 0-1",1400,2156.571,3019199.467
Daycase,BZ40Z , Very Complex Oculoplastics Procedures,1069,2850.9513,3047666.97
Daycase,BZ41A ," Complex Oculoplastics Procedures, 19 years and over, with CC Score 2+",1682,2412.8184,4058360.489
Daycase,BZ41B ," Complex Oculoplastics Procedures, 19 years and over, with CC Score 0-1",3245,2270.5244,7367851.768
Daycase,BZ42A ," Very Major Oculoplastics Procedures, 19 years and over, with CC Score 2+",2646,2187.922,5789241.598
Daycase,BZ42B ," Very Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",5661,2209.28,12506734.26
Daycase,BZ43Z ," Complex or Very Major, Oculoplastics Procedures, 18 years and under",421,2916.6361,1227903.798
Daycase,BZ44A ," Major Oculoplastics Procedures, 19 years and over, with CC Score 2+",4353,1772.4928,7715660.996
Daycase,BZ44B ," Major Oculoplastics Procedures, 19 years and over, with CC Score 0-1",7583,1749.0803,13263275.87
Daycase,BZ44C ," Major Oculoplastics Procedures, 18 years and under",306,2089.6023,639418.3098
Daycase,BZ45A ," Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",3904,1267.1613,4946997.597
Daycase,BZ45B ," Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 0-1",12116,1149.9453,13932737.55
Daycase,BZ45C ," Intermediate Oculoplastics Procedures, between 4 and 18 years",854,1714.8732,1464501.716
Daycase,BZ45D ," Intermediate Oculoplastics Procedures, 3 years and under",317,2253.0031,714201.9677
Daycase,BZ46A ," Minor Oculoplastics Procedures, 19 years and over",9878,941.1633,9296810.754
Daycase,BZ46B ," Minor Oculoplastics Procedures, 18 years and under",711,1391.3017,989215.5076
Daycase,BZ50Z ," Very Complex, Orbit or Lacrimal Procedures, 19 years and over",105,3336.6613,350349.439
Daycase,BZ51A ," Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",306,2793.1823,854713.7687
Daycase,BZ51B ," Complex, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",239,2774.2857,663054.2714
Daycase,BZ52Z ," Very Complex or Complex, Orbit or Lacrimal Procedures, 18 years and under",170,2371.5797,403168.5482
Daycase,BZ53A ," Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",420,2972.0374,1248255.715
Daycase,BZ53B ," Very Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",275,2951.6952,811716.1789
Daycase,BZ54A ," Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",1363,2770.8233,3776632.218
Daycase,BZ54B ," Major, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",1215,2827.6651,3435613.112
Daycase,BZ55Z ," Very Major or Major, Orbit or Lacrimal Procedures, 18 years and under",322,2355.2451,758388.9172
Daycase,BZ56A ," Intermediate, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 1+",711,1182.8448,841002.6422
Daycase,BZ56B ," Intermediate, Orbit or Lacrimal Procedures, 19 years and over, with CC Score 0",735,1075.1559,790239.6015
Daycase,BZ56C ," Intermediate, Orbit or Lacrimal Procedures, 18 years and under",488,1670.6224,815263.7238
Daycase,BZ57A ," Minor, Orbit or Lacrimal Procedures, 19 years and over",915,987.6998,903745.3511
Daycase,BZ57B ," Minor, Orbit or Lacrimal Procedures, 18 years and under",534,1482.8141,791822.7061
Daycase,BZ60A ," Very Complex, Cornea or Sclera Procedures, with CC Score 2+",843,4245.0933,3578613.615
Daycase,BZ60B ," Very Complex, Cornea or Sclera Procedures, with CC Score 0-1",682,3285.8287,2240935.179
Daycase,BZ61A ," Complex, Cornea or Sclera Procedures, with CC Score 2+",1557,2914.5071,4537887.536
Daycase,BZ61B ," Complex, Cornea or Sclera Procedures, with CC Score 0-1",2462,2715.2669,6684986.995
Daycase,BZ62A ," Very Major, Cornea or Sclera Procedures, with CC Score 1+",923,1662.8168,1534779.906
Daycase,BZ62B ," Very Major, Cornea or Sclera Procedures, with CC Score 0",739,1496.4996,1105913.199
Daycase,BZ63A ," Major, Cornea or Sclera Procedures, with CC Score 1+",1256,1400.9923,1759646.377
Daycase,BZ63B ," Major, Cornea or Sclera Procedures, with CC Score 0",2501,1334.5509,3337711.913
Daycase,BZ64A ," Intermediate, Cornea or Sclera Procedures, with CC Score 1+",740,1158.8255,857530.8778
Daycase,BZ64B ," Intermediate, Cornea or Sclera Procedures, with CC Score 0",298,1249.9208,372476.4034
Daycase,BZ65Z ," Minor, Cornea or Sclera Procedures",351,1287.6234,451955.8294
Daycase,BZ70Z , Complex Ocular Motility Procedures,320,3616.9418,1157421.366
Daycase,BZ71A ," Very Major Ocular Motility Procedures, 19 years and over",1014,2909.2164,2949945.452
Daycase,BZ71B ," Very Major Ocular Motility Procedures, 18 years and under",732,3370.9978,2467570.409
Daycase,BZ72A ," Major Ocular Motility Procedures, 19 years and over",1996,2713.713,5416571.247
Daycase,BZ72B ," Major Ocular Motility Procedures, between 4 and 18 years",3817,2961.1755,11302806.71
Daycase,BZ72C ," Major Ocular Motility Procedures, 3 years and under",296,3020.5617,894086.2706
Daycase,BZ73A ," Intermediate Ocular Motility Procedures, 19 years and over",839,2199.0604,1845011.652
Daycase,BZ73B ," Intermediate Ocular Motility Procedures, 18 years and under",584,2455.796,1434184.881
Daycase,BZ74Z , Minor Ocular Motility Procedures,580,1247.1049,723320.8506
Daycase,BZ80A ," Very Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",2048,3643.8152,7462533.588
Daycase,BZ80B ," Very Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",1895,3455.8805,6548893.637
Daycase,BZ81A ," Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",8314,2812.949,23386858.2
Daycase,BZ81B ," Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",11830,2735.7427,32363835.99
Daycase,BZ82Z ," Very Complex or Complex, Vitreous Retinal Procedures, 18 years and under",385,4039.7289,1555295.635
Daycase,BZ83A ," Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",3080,2389.8647,7360783.193
Daycase,BZ83B ," Very Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",4970,2451.1847,12182388.17
Daycase,BZ84A ," Major Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",4662,700.8835,3267518.732
Daycase,BZ84B ," Major Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",5605,682.4471,3825116.207
Daycase,BZ85Z ," Very Major or Major, Vitreous Retinal Procedures, 18 years and under",774,1730.992,1339787.785
Daycase,BZ86A ," Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 2+",32864,351.5283,11552624.55
Daycase,BZ86B ," Intermediate Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",49309,313.8873,15477466.61
Daycase,BZ86C ," Intermediate Vitreous Retinal Procedures, 18 years and under",519,1621.9312,841782.2743
Daycase,BZ87A ," Minor Vitreous Retinal Procedures, 19 years and over",8774,172.1572,1510507.252
Daycase,BZ87B ," Minor Vitreous Retinal Procedures, between 4 and 18 years",417,1230.1659,512979.1744
Daycase,BZ87C ," Minor Vitreous Retinal Procedures, 3 years and under",434,1631.2926,707980.9946
Daycase,BZ88A ," Retinal Tomography, 19 years and over",844,464.8028,392293.575
Daycase,BZ89B ," Digital Retinal Photography, 18 years and under",62,92.3708,5726.9914
Daycase,BZ90Z ," Very Complex, Glaucoma or Iris Procedures",3838,2721.1664,10443836.71
Daycase,BZ91A ," Complex, Glaucoma or Iris Procedures, with CC Score 2+",2716,2433.585,6609616.957
Daycase,BZ91B ," Complex, Glaucoma or Iris Procedures, with CC Score 0-1",3425,2499.6865,8561426.195
Daycase,BZ92A ," Very Major, Glaucoma or Iris Procedures, with CC Score 2+",1274,2561.1101,3262854.272
Daycase,BZ92B ," Very Major, Glaucoma or Iris Procedures, with CC Score 0-1",2166,2846.7533,6166067.541
Daycase,BZ93A ," Major, Glaucoma or Iris Procedures, with CC Score 2+",1833,1250.7256,2292580.062
Daycase,BZ93B ," Major, Glaucoma or Iris Procedures, with CC Score 0-1",1801,1242.9488,2238550.766
Daycase,BZ94A ," Intermediate, Glaucoma or Iris Procedures, with CC Score 1+",1447,925.057,1338557.533
Daycase,BZ94B ," Intermediate, Glaucoma or Iris Procedures, with CC Score 0",1258,525.8314,661495.9078
Daycase,BZ95Z ," Minor, Glaucoma or Iris Procedures",2846,424.3412,1207675.091
Daycase,CA02A , Very Major Neck Procedures with CC Score 2+,10,4305.978,43059.7798
Daycase,CA02B , Very Major Neck Procedures with CC Score 0-1,18,2370.8092,42674.565
Daycase,CA03A , Major Neck Procedures with CC Score 2+,210,4280.5288,898911.0383
Daycase,CA03B , Major Neck Procedures with CC Score 0-1,325,3787.5456,1230952.336
Daycase,CA04A ," Intermediate Neck Procedures, 19 years and over",403,3138.8375,1264951.499
Daycase,CA04B ," Intermediate Neck Procedures, 18 years and under",150,3552.1136,532817.0358
Daycase,CA05A ," Minor Neck Procedures, 19 years and over",1562,2516.8971,3931393.232
Daycase,CA05B ," Minor, Head or Neck Procedures, 18 years and under",227,2951.9749,670098.2971
Daycase,CA10A ," Septorhinoplasty, 19 years and over",2105,5305.0364,11167101.66
Daycase,CA10B ," Septorhinoplasty, 18 years and under",173,5576.0363,964654.2807
Daycase,CA11A ," Septoplasty, 19 years and over",8661,2723.5654,23588800.15
Daycase,CA11B ," Septoplasty, 18 years and under",455,2872.5092,1306991.695
Daycase,CA12Z , Major Treatment of Epistaxis,248,2453.5216,608473.3581
Daycase,CA13A ," Minor Treatment of Epistaxis, 19 years and over",265,1311.002,347415.5378
Daycase,CA13B ," Minor Treatment of Epistaxis, 18 years and under",715,1388.6688,992898.199
Daycase,CA14Z , Nasal Polypectomy,735,2924.0902,2149206.325
Daycase,CA15Z ," Excision or Biopsy, of Lesion of Internal Nose",1976,1611.8937,3185101.988
Daycase,CA16Z ," Excision or Biopsy, of Lesion of External Nose",15054,833.8705,12553086.33
